Marca;Modelo;Versão;Ano;Estado;Cidade;Latitude;Longitude
CHEVROLET;ONIX;1.0 12V MT6 MEC COM 4P;2022;MG;Belo Horizonte;-19,9167;-43,9345
CHEVROLET;ONIX;1.0 TB 12V AT6 AUT COM 4P;2020;PA;Marabá;-5,3689;-49,1178
CHEVROLET;ONIX;LTZ 1.4 8V AT6 ECO AUT COM 4P;2018;MG;Contagem;-19,9316;-44,0536
FORD;NEW FIESTA;1.6 16V P.SHIFT FLEX AUT COM 4P;2016;MG;Igarapé;-20,0703;-44,3006
HONDA;HR-V;EX-CVT 4X2 1.8 16V MEC COM 4P;2017;MG;Contagem;-19,9316;-44,0536
HONDA;HR-V;EX-CVT 4X2 1.8 16V MEC COM 4P;2020;MG;Belo Horizonte;-19,9167;-43,9345
HONDA;NEW FIT;(N.GERACAO) EX-CVT 1.5 16V(FLEXONE) AUT COM 4P;2018;MG;Belo Horizonte;-19,9167;-43,9345
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2019;MG;Belo Horizonte;-19,9167;-43,9345
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;MG;Belo Horizonte;-19,9167;-43,9345
HYUNDAI;HB20;COMFORT 1.0 MT5 MEC COM 4P;2023;MG;Contagem;-19,9316;-44,0536
HYUNDAI;HB20;COMFORT 1.0 MT5 MEC COM 4P;2023;MG;Itabira;-19,6189;-43,2269
HYUNDAI;HB20;EVOLUTION 1.0 12V MT5 MEC COM 4P;2022;MG;Betim;-19,9678;-44,1978
HYUNDAI;HB20;PREMIUM 1.6 16V AT6 AUT COM 4P;2016;MG;Belo Horizonte;-19,9167;-43,9345
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;MG;Belo Horizonte;-19,9167;-43,9345
JEEP;COMPASS;LIMITED 2.0 16V AT6 FLEX AUT COM 4P;2017;MG;Contagem;-19,9316;-44,0536
JEEP;RENEGADE;1.8 AT6 16V AUT COM 4P;2021;MG;Belo Horizonte;-19,9167;-43,9345
RENAULT;KWID;ZEN 1.0 12V SCE MEC COM 4P;2020;MG;Belo Horizonte;-19,9167;-43,9345
VOLKSWAGEN;FOX;CONNECT 1.6 8V FLEX MEC COM 4P;2019;MG;Belo Horizonte;-19,9167;-43,9345
VOLKSWAGEN;GOL;1.0 12V FLEX MEC BAS 4P;2022;MG;Ibirité;-20,0219;-44,0589
CHEVROLET;ONIX;LT 1.0 12V MT6 MEC COM 4P;2020;MG;Contagem;-19,9316;-44,0536
FIAT;PALIO(N.GERACAO);ATTRACTIVE 1.4 8V EVO(FLEX) MEC COM 4P;2016;MG;São José da Lapa;-19,8489;-43,9578
FORD;KA;SE PLUS 1.5 12V MEC COM 4P;2020;MG;Contagem;-19,9316;-44,0536
HONDA;CITY SEDAN;(N.GERACAO) EXL-CVT 1.5 16V(FLEX) AUT COM 4P;2017;MG;Esmeraldas;-19,7631;-44,3133
HONDA;NEW FIT;(N.GERACAO) EXL-CVT 1.5 16V(FLEXONE) AUT COM 4P;2020;MG;Belo Horizonte;-19,9167;-43,9345
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2021;MG;Belo Horizonte;-19,9167;-43,9345
HYUNDAI;HB20;COMFORT STYLE 1.0 12V MT5 MEC COM 4P;2016;MG;Itabirito;-20,2531;-43,8014
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2022;MG;Barão de Cocais;-19,9458;-43,4869
VOLKSWAGEN;T-CROSS;HIGHLINE 250 1.4 TSI AT6 FLEX MEC COM 4P;2021;MG;Belo Horizonte;-19,9167;-43,9345
CHEVROLET;S-10 PICK-UP;HIGH COUNTRY (C.DUP.) 4X4 2.8 TB-CTDI(AUT.) AUT COM 4P;2019;MG;Belo Horizonte;-19,9167;-43,9345
BMW;320I;GP 2.0 16V TB ACTIVEFLEX AUT BAS 4P;2015;MG;Belo Horizonte;-19,9167;-43,9345
BMW;X1 4X2;SDRIVE20I GP(192CV) 2.0 16V(ACTIVEFLEX)(NAC.) AUT COM 4P;2019;MG;Vespasiano;-19,6919;-43,9233
CHEVROLET;EQUINOX;PREMIER AWD 1.5 TB AT6 AUT COM 4P;2019;MG;Belo Horizonte;-19,9167;-43,9345
JEEP;COMPASS;LIMITED 4X4 2.0 TB AT9 DIES AUT BAS 4P;2020;MG;Belo Horizonte;-19,9167;-43,9345
CHEVROLET;PRISMA;LT 1.4 8V MT6 ECO FLEX MEC COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
FORD;NEW ECOSPORT;SE 1.5 12V AT6 FLEX AUT COM 4P;2021;SP;DIADEMA;-23,6861;-46,6108
HYUNDAI;CRETA;SMART PLUS 1.6 16V AT6 AUT BAS 4P;2021;SP;São Paulo;-23,5505;-46,6333
FORD;NEW ECOSPORT;FREESTYLE 1.5 12V AT6 FLEX AUT BAS 4P;2020;DF;BRASÍLIA;-15,7942;-47,8822
HYUNDAI;HB20;COMFORT PLUS 1.0 TGDI 12V AT6 AUT BAS 4P;2025;DF;BRASÍLIA;-15,7942;-47,8822
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC BAS 4P;2024;DF;BRASÍLIA;-15,7942;-47,8822
RENAULT;KWID;OUTSIDER 1.0 12V SCE MEC BAS 4P;2022;DF;BRASÍLIA;-15,7942;-47,8822
HONDA;HR-V;EXL-CVT 4X2 1.8 16V AUT BAS 4P;2020;SP;LENCÓIS PAULISTA;-22,59810819;-48,79498764
FORD;KA;FREESTYLE 1.0 12V MEC BAS 4P;2020;RJ;MACAÉ;-22,3708;-41,7869
HONDA;HR-V;EXL-CVT 4X2 1.8 16V AUT BAS 4P;2019;RJ;NOVA FRIBURGO;-22,2819;-42,5311
FORD;KA;SE 1.0 12V 4P MEC BAS 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;COMFORT PLUS 1.0 12V T-GDI AT AUT BAS 4P;2024;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC BAS 4P;2019;SP;BARUERI;-23,5111;-46,8761
PEUGEOT;3008;ALLURE 1.6 TB 16V(TIPTR.) AUT BAS 4P;2020;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;EVOLUTION 1.0 TGDI 12V AT6 AUT BAS 4P;2022;SP;GUARULHOS;-23,4544;-46,5333
FIAT;ARGO;1.0 6V FIREFLY FLEX MEC BAS 4P;2023;RO;PORTO VELHO;-8,7619;-63,9039
FORD;KA;SE 1.0 12V 4P MEC BAS 4P;2018;SP;JAU;-22,2964;-48,5578
HYUNDAI;CRETA;ULTIMATE 2.0 16V AT AUT BAS 4P;2023;RJ;DUQUE DE CAXIAS;-22,7858;-43,3117
NISSAN;KICKS;(NAC) S PCD DIRECT 1.6 16V CVT FLEX AUT BAS 4P;2020;GO;ANÁPOLIS;-16,3287;-48,9534
HONDA;CITY SEDAN;EXL-AT 1.5 16V(FLEX) AUT BAS 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT BAS 4P;2021;SP;DIADEMA;-23,6861;-46,6108
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT BAS 4P;2019;SP;DIADEMA;-23,6861;-46,6108
HYUNDAI;CRETA;SPORT 2.0 16V AT6 FLEX AUT BAS 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;EVOLUTION 1.0 12V MT5 MEC BAS 4P;2021;SP;DIADEMA;-23,6861;-46,6108
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC BAS 4P;2019;SP;São Paulo;-23,5505;-46,6333
FORD;NEW ECOSPORT;SE 1.5 12V AT6 FLEX AUT BAS 4P;2021;MS;Dourados;-22,2208;-54,8058
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT BAS 4P;2023;MS;Naviraí;-23,0619;-54,1917
HYUNDAI;IX35;GL 2.0 16V AT AUT COM 4P;2018;MS;Angélica;-22,1528;-53,7708
CHEVROLET;TRACKER;LT 1.0 TURBO 12V AT6 AUT COM 4P;2022;PR;Maringá;-23,4253;-51,9386
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2021;PR;Campo Mourão;-24,0439;-52,3792
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2019;PR;Ibiporã;-23,2692;-51,0481
HYUNDAI;HB20;COMFORT PLUS 1.6 16V MT6 MEC COM 4P;2019;PR;Apucarana;-23,5508;-51,4608
HYUNDAI;HB20;LIMITED 1.0 12V MT5 MEC COM 4P;2023;PR;Ivaiporã;-24,2478;-51,6847
HYUNDAI;TUCSON;GLS 4X2-AT 2.0 16V(FLEX) AUT BAS 4P;2020;PR;Foz do Iguaçu;-25,5486;-54,5883
PEUGEOT;2008;GRIFFE THP 1.6 16V AT6 AUT COM 4P;2022;PR;Londrina;-23,31;-51,1628
FIAT;PULSE;AUDACE 200 1.0 TB CVT AUT COM 4P;2023;PR;Londrina;-23,31;-51,1628
HONDA;HR-V;TOURING 1.8 16V CVT FLEXONE AUT BAS 4P;2018;PR;Londrina;-23,31;-51,1628
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT COM 4P;2020;PR;Londrina;-23,31;-51,1628
HYUNDAI;HB20;PLATINUM 1.0 TGDI 12V AT6 AUT COM 4P;2023;PR;Apucarana;-23,5508;-51,4608
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;PR;Londrina;-23,31;-51,1628
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2019;PR;Cambé;-23,2769;-51,2792
HYUNDAI;HB20S;VISION 1.0 12V MT5 MEC COM 4P;2021;PR;Londrina;-23,31;-51,1628
HYUNDAI;HB20;COMFORT 1.0 (PLUS) MT5 MEC COM 4P;2024;RS;Porto Alegre;-30,0331;-51,23
PEUGEOT;208;GRIFFE 1.6 16V AT6 AUT COM 4P;2023;RS;Campo Bom;-29,6747;-51,0608
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2019;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;VISON 1.0 12V MT5 MEC COM 4P;2020;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;EVOLUTION 1.0 12V MT5 MEC COM 4P;2022;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;CRETA;SPORT 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;CRETA;ATTITUDE 1.6 16V MT6 FLEX MEC COM 4P;2019;SP;Barueri;-23,5111;-46,8761
HYUNDAI;CRETA;PULSE 1.6 16V AT6 FLEX AUT COM 4P;2018;SP;Jandira;-23,5278;-46,9028
HYUNDAI;HB20;PLATINUM 1.0 TGDI AT6 AUT COM 4P;2022;SP;Barueri;-23,5111;-46,8761
CHEVROLET;COBALT;LTZ 1.8 8V ECO MT6 FLEX MEC COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
CHEVROLET;CRUZE;LTZ1 1.4 TURBO(FLEX) MEC COM 4P;2018;SP;Diadema;-23,6861;-46,6108
CHEVROLET;ONIX;1.0 TB 12V AT6 AUT COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
CHEVROLET;ONIX;JOY 1.0 8V MT MEC COM 4P;2019;SP;Diadema;-23,6861;-46,6108
CHEVROLET;ONIX;LT 1.4 8V MT6 ECO FLEX MEC COM 4P;2019;SP;Itapevi;-23,5489;-46,9342
CHEVROLET;ONIX PLUS;LTZ 1.0 TB 12V AT6 AUT COM 4P;2021;SP;Carapicuíba;-23,5231;-46,8406
CHEVROLET;TRACKER;LT 1.0 TURBO 12V AT6 AUT COM 4P;2022;SP;Barueri;-23,5111;-46,8761
CITROEN;C3;ORIGINE 1.2 12V(FLEX) MEC COM 4P;2017;SP;Mairinque;-23,5469;-47,1839
FIAT;ARGO;DRIVE 1.3 8V FIREFLY FLEX MEC COM 4P;2019;SP;Cotia;-23,6039;-46,9192
FIAT;FASTBACK;FASTBACK LIMITED EDITION 1.3 TB CVT AUT COM 4P;2023;SP;São Paulo;-23,5505;-46,6333
FORD;KA;SE 1.0 12V MEC COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
FORD;KA;SE 1.5 16V AT FLEX MEC COM 4P;2019;SP;Santo André;-23,6739;-46,5436
FORD;KA;SE PLUS 1.0 12V MEC COM 4P;2019;SP;Diadema;-23,6861;-46,6108
FORD;NEW ECOSPORT;SE 1.5 12V AT6 FLEX AUT COM 4P;2020;SP;São Bernardo do Campo;-23,6939;-46,565
FORD;NEW ECOSPORT;TITANIUM 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
HONDA;CITY HATCH;EXL 1.5 16V CVT FLEX AUT COM 4P;2022;SP;Mogi das Cruzes;-23,5228;-46,1881
HONDA;CITY SEDAN;(N.GERACAO) LX-CVT 1.5 16V(FLEX) AUT COM 4P;2016;SP;São Bernardo do Campo;-23,6939;-46,565
HONDA;WR-V;EX 1.5 16V CVT FLEXONE;2018;SP;Diadema;-23,6861;-46,6108
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2017;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2018;SP;São Caetano do Sul;-23,6229;-46,5548
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;Barueri;-23,5111;-46,8761
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2017;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2017;SP;Bertioga;-23,8547;-46,1392
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2017;SP;Santana de Parnaíba;-23,4453;-46,9208
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;Santo André;-23,6739;-46,5436
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;PULSE 1.6 16V AT6 FLEX AUT COM 4P;2018;SP;Jandira;-23,5278;-46,9028
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;Santo André;-23,6739;-46,5436
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT COM 4P;2020;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;HB20;COMFORT 1.0 MT5 MEC COM 4P;2024;SP;São Bernardo do Campo;-23,6939;-46,565
HYUNDAI;HB20;COMFORT 1.0 MT5 MEC COM 4P;2024;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2018;SP;Diadema;-23,6861;-46,6108
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2018;SP;Cotia;-23,6039;-46,9192
HYUNDAI;HB20;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2018;SP;São Bernardo do Campo;-23,6939;-46,565
HYUNDAI;HB20;EVOLUTION 1.0 12V MT5 MEC COM 4P;2021;SP;Santana de Parnaíba;-23,4453;-46,9208
HYUNDAI;HB20;EVOLUTION 1.0 12V MT5 MEC COM 4P;2021;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;EVOLUTION 1.0 TGDI 12V AT6 AUT COM 4P;2021;SP;Diadema;-23,6861;-46,6108
HYUNDAI;HB20;EVOLUTION 1.0 TGDI 12V AT6 AUT COM 4P;2021;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20;LIMITED 1.0 12V MT5 MEC COM 4P;2024;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;PLATINUM PLUS 1.0 TGDI AT6 AUT COM 4P;2023;SP;Mairinque;-23,5469;-47,1839
HYUNDAI;HB20;PREMIUM 1.6 16V AT6 AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2022;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC BAS 4P;2019;SP;Osasco;-23,5329;-46,7925
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;SP;São Roque;-23,5292;-47,1353
HYUNDAI;HB20;VISION 1.6 16V AT6 AUT COM 4P;2022;SP;Diadema;-23,6861;-46,6108
HYUNDAI;HB20;VISON 1.0 12V MT5 MEC COM 4P;2022;SP;Itapevi;-23,5489;-46,9342
HYUNDAI;HB20S;COMFORT STYLE 1.6 16V AT6 AUT BAS 4P;2016;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20S;EVOLUTION 1.0 12V MT5 MEC COM 4P;2022;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;HB20S;EVOLUTION 1.0 TGDI 12V AT6 AUT COM 4P;2020;SP;Osasco;-23,5329;-46,7925
HYUNDAI;HB20S;EVOLUTION 1.0 TGDI 12V AT6 AUT COM 4P;2021;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20S;PLATINUM 1.0 TGDI 12V AT6 AUT COM 4P;2022;SP;Osasco;-23,5329;-46,7925
HYUNDAI;IX35;GL 2.0 16V AT AUT COM 4P;2019;SP;São Caetano do Sul;-23,6229;-46,5548
HYUNDAI;TUCSON;GLS 4X2-AT 2.0 16V(FLEX) AUT COM 4P;2018;SP;Santo André;-23,6739;-46,5436
JEEP;COMPASS;LONGITUDE 2.0 16V AT6 FLEX AUT COM 4P;2017;SP;São Paulo;-23,5505;-46,6333
JEEP;COMPASS;LONGITUDE 2.0 16V AT6 FLEX AUT COM 4P;2017;SP;Santo André;-23,6739;-46,5436
JEEP;RENEGADE;STD 1.8 16V AT6 AUT COM 4P;2021;SP;Santana de Parnaíba;-23,4453;-46,9208
NISSAN;KICKS;SENSE 1.6 16V MT MEC BAS 4P;2022;SP;São Paulo;-23,5505;-46,6333
NISSAN;KICKS;SL 1.6 16V MEC COM 4P;2018;SP;Guaíra;-20,3189;-48,3106
NISSAN;VERSA;SV 1.6 16V CVT FLEXSTART AUT COM 4P;2018;SP;São Bernardo do Campo;-23,6939;-46,565
PEUGEOT;208;ACTIVE PACK 1.6 16V AT6 AUT COM 4P;2021;SP;São Bernardo do Campo;-23,6939;-46,565
PEUGEOT;208;LIKE 1.0 MT MEC COM 4P;2024;SP;São Paulo;-23,5505;-46,6333
PEUGEOT;208;STYLE 1.0 MT MEC COM 4P;2023;SP;Barueri;-23,5111;-46,8761
TOYOTA;ETIOS HATCH;CROSS 1.5 16V AT(FLEX) AUT COM 4P;2018;SP;Itapevi;-23,5489;-46,9342
TOYOTA;ETIOS SEDAN;XLS 1.5 16V AT(FLEX) AUT COM 4P;2018;SP;São Bernardo do Campo;-23,6939;-46,565
VOLKSWAGEN;POLO HATCH;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC COMP 4P;2019;SP;São Paulo;-23,5505;-46,6333
VOLKSWAGEN;T-CROSS;HIGHLINE 250 1.4 TSI AT6 FLEX MEC COM 4P;2021;SP;Santana de Parnaíba;-23,4453;-46,9208
CHEVROLET;TRACKER;LT 4X2 1.4 TURBO AT6 FLEX AUT COM 4P;2018;SP;Barueri;-23,5111;-46,8761
CITROEN;C3;C3 FEEL 1.6 MT FLEX MEC COM 5P;2023;SP;São Caetano do Sul;-23,6229;-46,5548
FIAT;PULSE;IMPETUS 200 1.0 TB CVT AUT COM 4P;2022;SP;Santana de Parnaíba;-23,4453;-46,9208
FIAT;TORO;VOLCANO 2.0 16V 4X4 AT9 AUT COM 4P;2021;SP;Santana de Parnaíba;-23,4453;-46,9208
FORD;KA;SE PLUS 1.0 12V MEC COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;COMFORT 1.0 12V MEC COM 4P;2017;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20;COMFORT 1.0 12V MEC COM 4P;2018;SP;Diadema;-23,6861;-46,6108
HYUNDAI;HB20;COMFORT 1.0 MT5 MEC COM 4P;2023;SP;Osasco;-23,5329;-46,7925
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2019;SP;Cotia;-23,6039;-46,9192
HYUNDAI;HB20;PLATINUM 1.0 TGDI AT6 AUT COM 4P;2024;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;TUCSON;GLS 4X2-AT 2.0 16V(FLEX) AUT COM 4P;2019;SP;São Caetano do Sul;-23,6229;-46,5548
JEEP;RENEGADE;1.8 AT6 16V AUT COM 4P;2021;SP;São Paulo;-23,5505;-46,6333
JEEP;RENEGADE;SPORT 1.8 AT6 16V AUT COM 4P;2017;SP;Diadema;-23,6861;-46,6108
JEEP;RENEGADE;SPORT 1.8 AT6 16V AUT COM 4P;2019;SP;Itapevi;-23,5489;-46,9342
PEUGEOT;3008 SUV;GT PACK 1.6 THP 16V AT6 AUT COM 4P;2022;SP;Paulínia;-22,7614;-47,1542
TOYOTA;YARIS HATCH;XL 1.3 16V CVT FLEX AUT COM 4P;2019;SP;São Bernardo do Campo;-23,6939;-46,565
VOLKSWAGEN;FOX;CONNECT 1.6 8V FLEX MEC COM 4P;2022;SP;Diadema;-23,6861;-46,6108
VOLKSWAGEN;POLO HATCH;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC COMP 4P;2020;SP;São Caetano do Sul;-23,6229;-46,5548
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;Barueri;-23,5111;-46,8761
VOLKSWAGEN;POLO;1.6 MSI 16V AT6 FLEX AUT COM 4P;2019;SP;Diadema;-23,6861;-46,6108
HYUNDAI;HB20S;COMFORT STYLE 1.6 16V AT6 AUT BAS 4P;2017;SP;São Caetano do Sul;-23,6229;-46,5548
CHEVROLET;ONIX;LT 1.4 8V MT6 ECO FLEX MEC COM 4P;2016;MA;Açailândia;-5,0711;-47,5
CHEVROLET;ONIX;LTZ 1.4 8V AT6 ECO FLEX AUT BAS 4P;2016;MA;Balsas;-7,5328;-46,0358
CHEVROLET;ONIX;PREMIER 1.0 TB 12V AT6 AUT COM 4P;2020;MA;Imperatriz;-5,5186;-47,4778
CHEVROLET;ONIX PLUS;PREMIER 1.0 TB 12V AT6 AUT COM 4P;2022;MA;Imperatriz;-5,5186;-47,4778
CHEVROLET;TRACKER;PREMIER 1.4 TURBO AT6 FLEX AUT COM 4P;2019;MA;Imperatriz;-5,5186;-47,4778
FIAT;ARGO;DRIVE 1.0 6V FIREFLY FLEX MEC COM 4P;2023;MA;Imperatriz;-5,5186;-47,4778
FIAT;CRONOS;DRIVE 1.3 8V FIREFLY FLEX MEC COM 4P;2022;MA;Imperatriz;-5,5186;-47,4778
FIAT;MOBI;LIKE 1.0 8V(FLEX) MEC COM 4P;2022;MA;Imperatriz;-5,5186;-47,4778
HONDA;HR-V;TOURING 1.8 16V CVT FLEXONE AUT BAS 4P;2018;MA;Porto Franco;-6,3386;-47,3994
HYUNDAI;CRETA;1 MILLION 1.6 16V AT6 AUT COM 4P;2019;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT BAS 4P;2024;TO;Augustinópolis;-5,4689;-47,8864
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT BAS 4P;2024;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2022;MA;Alto Alegre do Maranhão;-4,2128;-44,4469
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2022;MA;Pastos Bons;-6,6028;-44,0769
HYUNDAI;CRETA;COMFORT 1.0 12V TB AT AUT COM 4P;2024;MA;Balsas;-7,5328;-46,0358
HYUNDAI;CRETA;LIMITED 1.0 12V T-GDI AT AUT COM 4P;2022;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;LIMITED 1.0 12V T-GDI AT AUT COM 4P;2022;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;LIMITED 1.0 12V TB AT AUT COM 4P;2025;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;LIMITED EDITION 1.6 16V AT6 AUT COM 4P;2021;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;N LINE 1.0 12V T-GDI AT AUT COM 4P;2024;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;PLATINUM (TETO) 1.0 12V T-GDI AT AUT COM 4P;2022;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;PLATINUM 1.0 12V T-GDI AT AUT COM 4P;2022;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;PLATINUM 1.0 12V T-GDI AT AUT COM 4P;2022;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;PLATINUM 1.0 12V T-GDI AT AUT COM 4P;2023;MA;São João do Paraíso;-6,4567;-47,0603
HYUNDAI;CRETA;PLATINUM SAFETY 1.0 12V T-GDI AT AUT COM 4P;2024;MA;Açailândia;-5,0711;-47,5
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2018;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2019;MA;Açailândia;-5,0711;-47,5
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2020;MA;Cidelândia;-5,1736;-47,7858
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2020;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2021;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2021;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;PULSE 1.6 16V AT6 FLEX AUT COM 4P;2017;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;PULSE 1.6 16V MT6 FLEX MEC COM 4P;2020;TO;Araguatins;-5,6539;-48,1239
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT COM 4P;2021;MA;Balsas;-7,5328;-46,0358
HYUNDAI;CRETA;SMART PLUS 1.6 16V AT6 AUT COM 4P;2021;MA;Imperatriz;-5,5186;-47,4778
